i_type,incident_with,date,p_type,details,incident_effect,injury,trip_purpose,regular_cyclist,helemt,intoxicated,road_conditions,sightlines,card_on_roadside,riding_on,bike_lights,terrain,direction,turning,age,birthmonth,sex,pk,longitude,latitude
Near collision with moving object or vehicle,"Vehicle, angle",2014-10-09T08:35:00,nearmiss,"Crossing through intersection [on Lochside Trail/road] congested with parents taking kids to nearby school.  Was partially cut-off by vehicle heading north and turning to west.  I had to dodge the car.   Drivers are terrible in that intersection, everyone is in a hurry in the morning. ",,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,Busy street bike lane,NL,Flat,S,Heading straight,1962,1,M,56,-123.3620077,48.50133661
Near collision with moving object or vehicle,"Vehicle, side",2014-10-08T07:05:00,nearmiss,Vehicle turned in intersection between slow moving traffic and crossed bike lane as I was cycling downhill. I had  to brake hard and swerve to avoid accident.,,No injury,Commute,Y,Y,N,Dry,View obstructed,N,Busy street bike lane,FB,Downhill,NE,Heading straight,1982,4,M,57,-123.463304,48.4519053
Near collision with moving object or vehicle,"Vehicle, side",2014-09-26T16:30:00,nearmiss,"Van passed within one foot of me even though I was ""taking the lane"" and riding in the center. He also held his horn down for a long time. The lane is not wide enough to pass safely within the lane. Drivers must change lanes to pass in this area. ",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",FB,Uphill,NE,Heading straight,1991,5,M,59,-123.4000897,48.44804835
Near collision with moving object or vehicle,"Vehicle, angle",2006-05-18T15:25:00,nearmiss,"Both going south bound, the Driver just cut me off to turn right onto Haultain. He claimed he didn't see me, despite passing me just seconds earlier. ",,No injury,Personal business,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,S,Heading straight,1980,,M,64,-123.3168769,48.43641166
Near collision with moving object or vehicle,"Vehicle, side",2014-09-24T17:30:00,nearmiss,Vehicle failed to stop at Stop Sign / behind Stop Line.,,No injury,Commute,,,,Dry,,,Mixed use trail,FB,Uphill,,Heading straight,,,,65,-123.3471107,48.47753025
Near collision with moving object or vehicle,"Vehicle, angle",2014-10-02T07:45:00,nearmiss,"Car tries passing me as I'm riding, has to go into oncoming traffic, then to avoid a car in the other lane, honks at me, veers into me pushing me up against the curb.",,No injury,Commute,Y,Y,N,Wet,No obstructions,N,"Busy street, no bike facilities",NL,Flat,N,Heading straight,1991,3,M,66,-123.3999234,48.46542012
Near collision with moving object or vehicle,"Vehicle, angle",2014-01-23T08:30:00,nearmiss,"Driver looked my way, performed a rolling stop through stop sign and accelerated as I entered the intersection.  I swerved far right to avoid the collision, then the driver saw me and stopped in the middle of the intersection.  The two cyclists behind me nearly broadsided the van. Driver was on cell",,No injury,Commute,,,,,No obstructions,N,Mixed use trail,FB,Downhill,S,Heading straight,,,,67,-123.3772588,48.45382655
Near collision with moving object or vehicle,"Vehicle, side",2013-07-16T08:00:00,nearmiss,,,No injury,Commute,,,,,,,,,,,,,,,68,-123.3750969,48.44800565
Near collision with moving object or vehicle,"Vehicle, side",2013-06-10T07:45:00,nearmiss,,,No injury,Commute,,,,,,,,,,,,,,,69,-123.347218,48.47758715
Near collision with moving object or vehicle,"Vehicle, head on",2014-07-24T17:00:00,nearmiss,I was in bike lane and an idiot turning left almost smushed me.,,No injury,Commute,I don't know,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Downhill,W,Heading straight,1975,,,71,-123.375628,48.45865071
Near collision with moving object or vehicle,"Vehicle, angle",2014-10-09T07:10:00,nearmiss,"Vehicle heading south, turning onto quieter section of Henderson at junction with Foul Bay, ignored my oncoming presence and continued to glide through the ""turn"" lane to continue south on Henderson.  Came within a few feet of the vehicle.  The vehicle did not speed up or slow down, just kept coming",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,FB,Flat,N,Heading straight,1960,2,F,75,-123.3166838,48.45021169
Near collision with moving object or vehicle,"Vehicle, side",2014-10-09T14:00:00,nearmiss,Vehicle did not stop at stop sign and almost T-boned me,,No injury,Exercise or recreation,,,,,,,,,,,,,,,77,-123.31177,48.41656976
Near collision with moving object or vehicle,"Vehicle, side",2014-09-11T09:00:00,nearmiss,"Cycling approximately 1m from curb past a 'cyclists may use full lane sign' a driver drove close enough to brush my jacket with his mirror. ",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",FB,Flat,S,Heading straight,1981,3,M,78,-123.3535695,48.42572277
Near collision with moving object or vehicle,"Vehicle, side",2014-06-05T17:00:00,nearmiss,the driver of a van didn't look before they made a left turn. i arrived at the intersection before them ( I had the right of way) they cut me off as they made a left through the intersection and i avoided being hit by them (gender unknown gender),,No injury,Commute,,,,Dry,No obstructions,N,"Busy street, no bike facilities",FB,Flat,SE,Heading straight,,,,79,-123.3164048,48.46620621
Near collision with moving object or vehicle,"Vehicle, side",2014-10-07T10:10:00,nearmiss,Vehicle slowed at stop sign but did not come to full stop. Began to accelerate while looking in other direction as I approached intersection. Skidded to a stop before we could collide but came very close. ,,No injury,Exercise or recreation,Y,Y,N,Dry,No obstructions,Y,"Quiet street, no bike facilities",NL,Downhill,N,Heading straight,1970,9,M,80,-123.3594275,48.4147468
Near collision with moving object or vehicle,"Vehicle, angle",2014-08-28T16:30:00,nearmiss,"Cycling home from work,  a truck stopped then started in the right hand turn from MacKenzie onto the highway.  I missed hitting the truck by millimeters.  The driver yelled ""Sorry"" as he drove off.",,No injury,Commute,Y,Y,N,Dry,No obstructions,,,,,,Heading straight,1969,1,F,81,-123.4046978,48.45992427
Near collision with stationary object or vehicle,"Vehicle, side",2014-10-06T08:40:00,nearmiss,"Car passing me. Car hit cyclist behind me and nearly hit me, car did not stop. ",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Uphill,E,Heading straight,1994,7,M,83,-123.3263183,48.44614111
Near collision with moving object or vehicle,"Vehicle, side",2014-10-09T16:25:00,nearmiss,"I was heading straight through the green light at McKenzie and Borden Street in the bike lane.  An SUV without his right turn signal on, and without looking started to turn right when I was right beside it.  I yelled loudly and the truck stopped before hitting me.",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Flat,W,Heading straight,1972,11,F,84,-123.3611441,48.47047436
Near collision with moving object or vehicle,"Vehicle, side",2014-09-30T08:00:00,nearmiss,,,No injury,Commute,Y,Y,N,,,,"Busy street, no bike facilities",,,,Heading straight,,,,85,-123.3314145,48.460714
Near collision with stationary object or vehicle,"Vehicle, open door",2014-10-08T21:00:00,nearmiss,,,No injury,Commute,Y,Y,,,,Y,,FB,,,Heading straight,,,,86,-123.331511,48.46177763
Near collision with moving object or vehicle,"Vehicle, side",2014-10-01T07:45:00,nearmiss,"Road narrows, curves, no bike lane and no curb. Overtaking car near miss.",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Quiet street, no bike facilities",FB,Flat,N,Heading straight,1967,7,M,92,-123.3352071,48.49472486
Near collision with moving object or vehicle,"Vehicle, rear end",2014-01-15T08:00:00,nearmiss,Road veers left where bicycle lane ends and road start uphill.  Truck with a trailer was going fast and  cut me off and I ended up in the ditch,,No injury,Commute,Y,Y,N,Wet,No obstructions,N,"Quiet street, no bike facilities",FB,Uphill,S,Turning left,1955,6,M,94,-123.335588,48.49488838
Near collision with moving object or vehicle,"Vehicle, side",2014-09-28T15:35:00,nearmiss,"Cycling up Martindale turning right at the Welch Road.  Car on Welch road did not stop at the stop sign and went directly through the intersection.Wife yelled and he swerved to avoid contact, I rode down into the field",,No injury,Exercise or recreation,,,,Dry,No obstructions,N,"Quiet street, no bike facilities",NL,Uphill,I don't know,Turning right,,,,100,-123.3706284,48.56361541
Near collision with moving object or vehicle,"Vehicle, head on",2014-08-27T17:15:00,nearmiss,Distracted driver on cell phone,,No injury,Commute,,,,Dry,No obstructions,Y,"Busy street, no bike facilities",NL,Flat,E,Heading straight,,,,101,-123.3627695,48.43129352
Near collision with moving object or vehicle,"Vehicle, head on",2014-10-06T08:05:00,nearmiss,,,No injury,Commute,,,,,,,,,,,,,,,103,-123.3443642,48.41077307
Near collision with moving object or vehicle,"Vehicle, side",2014-09-29T16:15:00,nearmiss,"Pulled out in front of me, stopped in my lane when they saw me, I swerved into oncoming traffic and survived",,No injury,Commute,,,,Dry,No obstructions,I don't know,Busy street bike lane,NL,Flat,S,Heading straight,,,,105,-123.3324337,48.41482513
Near collision with moving object or vehicle,"Vehicle, angle",2014-09-22T10:00:00,nearmiss,Car cut the corner into the bike lane and nearly hit me but I have cat like reflexes so I dodged em,,No injury,Commute,,,,,,,,,,,,,,,106,-123.3232069,48.42103433
Near collision with moving object or vehicle,"Vehicle, angle",2014-10-07T16:50:00,nearmiss,"Partial blind corner, cars moving over speed limit, difficult to cross this intersection with cars speeding up cad bay road! No appropriate warning of crossing for oncoming cars. ",,No injury,Commute,Y,Y,N,Dry,View obstructed,N,"Busy street, no bike facilities",F,Flat,SE,Heading straight,,,,108,-123.3025861,48.45383367
Near collision with moving object or vehicle,"Vehicle, angle",2014-09-09T16:55:00,nearmiss,Terrible 5-road  intersection for cars not stopping and/or seeing cyclists or pedestrians. I have had several incidents in this intersection this past year mostly with drivers not stopping fully or looking. Some drivers unaware that musgrave is a through street here. Headed s toward willows is bad. ,,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Busy street, no bike facilities",NL,Flat,S,Heading straight,1971,,,109,-123.3083099,48.43771247
Near collision with moving object or vehicle,"Vehicle, side",2014-10-06T07:30:00,nearmiss,Bad 4way stop where vehicles frequently do not stop fully and often ignore cyclists. Several incidents this past year. Bad potholes/ruts in intersection. Lots of kids use the inter section en route to willows. ,,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Busy street, no bike facilities",FB,Downhill,N,Heading straight,,,,110,-123.3118665,48.43357503
Near collision with moving object or vehicle,"Vehicle, side",2014-09-08T16:45:00,nearmiss,Motorcycle ran intersection and didn't see me. Have had several incidents here with cars as well thateither don't see or don't wait for cyclists. Very bad intersection close to schools.,,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Quiet street, no bike facilities",NL,Downhill,S,Heading straight,,,,111,-123.3133203,48.43171352
Near collision with moving object or vehicle,"Vehicle, side",2014-07-15T08:00:00,nearmiss,Had already turned left and driver sped to veer right onto same street cutting me off. I had my child in towable bike carrier very visible. Driver honked and swore at me.local roofing company did not get my business after this!,,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Quiet street, no bike facilities",F,Flat,NE,Turning left,,,,112,-123.3051395,48.44138693
Near collision with moving object or vehicle,"Vehicle, angle",2014-09-08T08:00:00,nearmiss,Lane merges to the right one way. Merging traffic from railroad must stop. Driver did not stop cut me off and cut me off. Honked. Amazed there is no bike lane on campus. ,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",B,Flat,N,Turning right,,,,113,-123.3135188,48.46052191
Near collision with moving object or vehicle,"Vehicle, side",2014-10-14T16:35:00,nearmiss,Car turned into a driveway cutting me off,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Flat,SE,Heading straight,1991,3,M,121,-123.4067738,48.47330537
Near collision with moving object or vehicle,"Vehicle, angle",2014-09-24T18:00:00,nearmiss,truck w/ 53 foot trailer; trailer crossed into the bike lane on Blanshard northbound as the lane curved to the right. If I had not jumped to the sidewalk I would have been run over by the rear wheels as only about .5 meter of the bike lane remained.,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,B,Flat,N,Heading straight,1967,2,M,124,-123.3709931,48.45367001
Near collision with moving object or vehicle,"Vehicle, side",2014-09-09T12:00:00,nearmiss,"Right hook. Car turned right across path of person on bicycle in bike lane, with near collision. Driver unware of several people on bicycles in the bike lane. I have seen this same type of near miss many times at this intersection.",,No injury,Personal business,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Flat,W,Heading straight,1967,2,M,125,-123.3619809,48.42600043
Near collision with moving object or vehicle,"Vehicle, side",2014-05-07T14:10:00,nearmiss,Car was exiting parking lot without looking for cyclists in bike lane. He clipped my back tire as I passed him.,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Flat,W,Heading straight,1975,2,F,127,-123.3311033,48.46872447
Near collision with moving object or vehicle,"Vehicle, side",2014-10-09T20:15:00,nearmiss,Driver made a left hand turn in front of me. I had right of way through a green light. I managed to stop just prior to hitting the car's side door.,,No injury,Personal business,Y,Y,N,Dry,No obstructions,N,"Quiet street, no bike facilities",FB,Downhill,S,Heading straight,1990,2,F,128,-123.3532691,48.42716446
Near collision with moving object or vehicle,"Vehicle, side",2014-10-16T19:00:00,nearmiss,"making a legal left turn, signaling with my left arm, almost at the centre line, starting to turn left, when the vehicle behind me passes me on my left side.",,No injury,Social reason,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",FB,Uphill,S,Turning left,1955,12,F,153,-123.3395576,48.45550581
Near collision with moving object or vehicle,"Vehicle, side",2014-10-17T13:20:00,nearmiss,"Vehicle sped past me to immediately turn right off of Foul bay onto Oak Bay avenue, no signal was used.  I narrowly avoided contact with rear door.",,No injury,Exercise or recreation,Y,Y,N,Dry,No obstructions,Y,"Busy street, no bike facilities",NL,Flat,S,Heading straight,,,,170,-123.3227617,48.42653084
Near collision with moving object or vehicle,"Vehicle, side",2013-01-08T18:00:00,nearmiss,"The driver was exiting from a lane with a yield sign, leading from Beacon Hill Park. Street lighting was poor. I don't think the driver looked in my direction before turning onto my street. I had to brake suddenly and yell so he would see me and stop. It was a close call and I was shaken up.",,No injury,Commute,Y,Y,N,Don't remember,No obstructions,N,"Quiet street, no bike facilities",FB,Flat,E,Heading straight,1960,7,F,172,-123.3579469,48.41278846
Near collision with moving object or vehicle,"Vehicle, side",2014-10-17T17:30:00,nearmiss,"driver didn't look left before pulling out on a left turn, I had right of way. I saw the driver but my brakes failed on wet leaves and slope",,No injury,Commute,Y,Y,N,Wet,No obstructions,N,"Quiet street, no bike facilities",NL,Downhill,E,Heading straight,1987,12,F,175,-123.37286,48.41632765
Near collision with moving object or vehicle,"Vehicle, angle",2014-10-21T16:45:00,nearmiss,I was riding south on Shelbourne in the right hand lane. Driver passed me on my left and then turned  right to go west on Garnett . There was a pedestrian crossing Garnett (which I assume that the driver did not see in their haste to pass me) and the car had to suddenly stop  for the pedestrian. ,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,S,Heading straight,1959,,M,203,-123.3328843,48.46783882
Near collision with moving object or vehicle,"Vehicle, side",2012-06-14T08:30:00,nearmiss,"Car turning right, did not check, was in bike lane, driver stopped just short of hitting me as I continued straight.",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Flat,,Heading straight,1990,4,F,204,-123.3238453,48.43192708
Near collision with moving object or vehicle,"Vehicle, side",2014-10-30T07:45:00,nearmiss,Car turned right onto Marigold cutting me off. Almost rammed into its side,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,FB,Flat,NW,Heading straight,1991,3,M,257,-123.401463,48.46683223
Near collision with moving object or vehicle,"Vehicle, side",2014-10-30T07:40:00,nearmiss,Motorcycle speed through a roundabout nearly running me over had I not stopped in time.,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Quiet street, no bike facilities",FB,Flat,NE,Heading straight,1991,3,M,258,-123.4016347,48.45077386
Near collision with moving object or vehicle,"Vehicle, rear end",2014-10-22T16:40:00,nearmiss,,,No injury,Personal business,,,,,,,,,,,,,,,264,-123.314141,48.43061723
Near collision with moving object or vehicle,"Vehicle, head on",2014-10-31T12:00:00,nearmiss,,,No injury,Commute,,,,,,,,,,,,,,,272,-123.3350354,48.42964905
Near collision with moving object or vehicle,"Vehicle, side",2014-10-14T16:05:00,nearmiss,"Taxi moved out from behind me , into left lane, came up fast beside me, and then tried to budge me out of the right lane.  I had to move right to avoid being hit.  Signage says for cyclists to use centre of the lane.  Victoria Taxi #98.  ",,No injury,Social reason,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,W,Heading straight,1950,12,F,279,-123.3726937,48.42791555
Near collision with moving object or vehicle,"Vehicle, side",2014-11-03T18:00:00,nearmiss,"Car came to Stop sign on Marifield, but did not stop...kept on going while I was going straight on Government Street.  I hollered at driver, who sped off.  ",,No injury,Social reason,Y,Y,N,Wet,No obstructions,N,"Busy street, no bike facilities",FB,Flat,N,Heading straight,1950,12,F,280,-123.369534,48.41473256
Near collision with moving object or vehicle,"Vehicle, side",2014-11-05T10:05:00,nearmiss,Truck coming down Harriet onto highway almost hit me.,,No injury,Commute,,Y,N,Dry,Don't Remember,N,Mixed use trail,NL,Flat,E,Heading straight,,,M,284,-123.3807939,48.45612129
Near collision with stationary object or vehicle,"Vehicle, side",2014-07-09T08:30:00,nearmiss,Parked motor home on side of road. Lady opened door towards me and threw used dishwater out onto street... And all over me...,,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Busy street, no bike facilities",NL,Flat,E,Heading straight,1982,3,M,285,-123.3126068,48.41329407
Near collision with moving object or vehicle,"Vehicle, side",2014-10-15T07:30:00,nearmiss,Have to merge from right bike lane to left in order to turn left onto Foul Bay road. All while trying to dodge vehicles racing ahead to turn into Save On parking lot. Brutal intersection.,,No injury,Commute,,,,Dry,No obstructions,N,Busy street bike lane,FB,Flat,NE,Turning left,,,,286,-123.3226168,48.43211217
Near collision with moving object or vehicle,"Vehicle, angle",2014-11-12T08:25:00,nearmiss,Driver passing me gave no room and I had to move out of the way.,,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Busy street, no bike facilities",B,Uphill,N,Heading straight,1987,9,M,293,-123.3217424,48.44587779
Near collision with moving object or vehicle,"Vehicle, side",2014-11-13T09:30:00,nearmiss,"Vehicle turned right in front of my into the Camosun parking lot, forcing me to slam my brakes on.",,No injury,During work,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Downhill,SW,Turning left,1982,8,M,300,-123.3195162,48.44867459
Near collision with moving object or vehicle,"Vehicle, angle",2014-07-16T16:45:00,nearmiss,A car pulling out of a parking lot didn't see me as I rode in the bike lane and almost hit me. ,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Flat,E,Heading straight,,,F,303,-123.3271551,48.43103724
Near collision with moving object or vehicle,"Vehicle, angle",2014-10-25T15:30:00,nearmiss,A dump truck pulling a trailer likely heading towards the construction site of the in-progress YMCA at the top of Langford Parkway veered into the bike lane.  I had no choice but to try to pull off the road and up a drive runway. My unsuccessful attempt caused me to hit the ground sliding.,,"Injury, saw family doctor",Exercise or recreation,Y,Y,N,Dry,No obstructions,N,Quiet street bike lane,Don't remember,Flat,W,Heading straight,1990,7,M,306,-123.5176563,48.44345093
Near collision with moving object or vehicle,"Vehicle, side",2014-11-20T09:15:00,nearmiss,Vehicle turned in front of me heading into the Camosun College parking lot.,,No injury,Commute,Y,Y,N,Wet,No obstructions,N,Busy street bike lane,FB,Downhill,SW,Heading straight,1982,8,M,310,-123.3193874,48.44881691
Near collision with moving object or vehicle,"Vehicle, side",2014-11-20T08:30:00,nearmiss,"Trio cement truck at the stop sign, ignored the bicycles only sign and went into the opposing lane to pass around the diverter island.  Vehicles frequently make this illegal movement which is risky for all road users at this intersection.  ",,No injury,Commute,Y,Y,N,Wet,No obstructions,N,"Quiet street, no bike facilities",F,Flat,S,Heading straight,1973,8,M,311,-123.3555114,48.43212631
Near collision with stationary object or vehicle,Animal,2014-11-21T06:30:00,nearmiss,Very close call with deer that jumped out from the right shoulder,,No injury,Exercise or recreation,Y,Y,N,Wet,No obstructions,N,"Busy street, no bike facilities",FB,Flat,SE,Heading straight,1973,8,M,312,-123.2947326,48.46603528
Near collision with moving object or vehicle,"Vehicle, angle",2014-11-14T15:00:00,nearmiss,Driver failed to make a full stop turning right from Alston to Skinner. Nearly hit me. I had to bang on the driver side window as she cut me off to get her attention. ,,No injury,Commute,,,,,,N,Busy street bike lane,NL,Uphill,NW,Heading straight,,,,314,-123.3830953,48.43559307
Near collision with moving object or vehicle,Other,2014-08-22T17:05:00,nearmiss,Vehicle  turned left across lane and forced cyclist off paved roadway onto grass boulevard resulting in loss of control and collision with telephone pole.,,"Injury, hospital emergency visit",Exercise or recreation,Y,Y,N,Dry,No obstructions,N,"Quiet street, no bike facilities",NL,Downhill,W,Heading straight,1959,6,M,317,-123.3276808,48.49225056
Near collision with moving object or vehicle,"Vehicle, angle",2014-08-13T17:15:00,nearmiss,I was in the bike lane and bus pulled up beside me and started to pull into me to get to the bus stop.,,No injury,Commute,,,,Dry,No obstructions,Y,Busy street bike lane,FB,Flat,E,Heading straight,,,,320,-123.3594328,48.42391081
Near collision with moving object or vehicle,"Vehicle, side",2014-11-21T09:15:00,nearmiss,"Heading west on Estevan Avenue between Musgrave and Foul Bay road.    This road has lots of parked cars on either side of street.     As I was in the centre of the street going around a parked car,  a motorist approached from behind, and attempted to overtake and pass me - with no space.",,No injury,Personal business,Y,Y,N,Dry,Obstruction on road,Y,"Busy street, no bike facilities",NL,Flat,W,Heading straight,1946,10,M,321,-123.3107615,48.43789931
Near collision with moving object or vehicle,Animal,2014-11-25T06:30:00,nearmiss,very close call with deer running out onto the road right in front of our group of 14+ cyclists,,No injury,Exercise or recreation,,,,Wet,No obstructions,I don't know,,FB,Flat,S,Heading straight,,,,327,-123.3102894,48.44665311
Near collision with moving object or vehicle,"Vehicle, side",2014-11-30T11:05:00,nearmiss,"Beige Honda (124 STX) came out of Amphion St.  , then turned right onto Oak Bay Ave, but did NOT STOP for me, I was in the bike lane.  Mid 20's male, white.  I caught up to him at the red light (Foul Bay / Oak Bay Ave) and yelled at him, but he smirked and seemed to enjoy it that I was upset.  ",,No injury,Exercise or recreation,Y,Y,N,Wet,No obstructions,Y,Busy street bike lane,NL,Flat,E,Heading straight,1950,12,F,336,-123.3234215,48.42640269
Near collision with moving object or vehicle,Another cyclist,2014-12-02T17:00:00,nearmiss,Cyclist tried to overtake as I was over taking pedestrians. That cyclist had to slam on brakes to avoid hitting me.,,No injury,Commute,,,,Dry,Glare or reflection,N,Mixed use trail,FB,Flat,E,Heading straight,,,,340,-123.3767331,48.446867
Near collision with moving object or vehicle,"Vehicle, side",2014-12-03T08:55:00,nearmiss,Car turning left (southbound) from McKenzie onto Blenkinsop cut me off.,,No injury,Exercise or recreation,,,,Dry,No obstructions,N,Busy street bike lane,NL,Flat,E,Heading straight,,,,341,-123.351016,48.47184009
Near collision with moving object or vehicle,"Vehicle, angle",2014-12-03T08:40:00,nearmiss,Vehicle turning right without looking into bike lane - near miss.,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,FB,Flat,W,Heading straight,1976,,F,347,-123.3592558,48.42576905
Near collision with stationary object or vehicle,Pedestrian,2014-11-26T07:00:00,nearmiss,"I was turning from a slow street to a busy street and a person waiting at the crosswalk was obscured from my view by a telephone pole. When the light turned green I looked left, then right and started my turn at which point I could see her just about to step out in front of me. She had a walk signal",,No injury,Commute,Y,Y,N,Wet,View obstructed,N,"Busy street, no bike facilities",FB,Downhill,N,Turning right,1969,,M,350,-123.3442998,48.44120188
Near collision with moving object or vehicle,"Vehicle, side",2014-07-12T14:30:00,nearmiss,"We were cycling our tandem along Wharf street toward the Johnson street bridge, and as we started to pass Fort street, a family van came up on our left, zoomed past us,  and turned right up Fort street, nearly hitting us.",,No injury,Exercise or recreation,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,N,Heading straight,1959,5,M,359,-123.3696681,48.42504997
Near collision with stationary object or vehicle,"Vehicle, open door",2014-12-21T04:30:00,nearmiss,Car door opened right in front of me with busy traffic. There was no room to get out of the way so I slammed on my braked and stopped inside the opened door.,,No injury,Social reason,Y,Y,N,Dry,No obstructions,Y,"Busy street, no bike facilities",FB,Flat,S,Heading straight,1985,4,M,363,-123.3334208,48.44276412
Near collision with moving object or vehicle,"Vehicle, side",2015-01-12T08:15:00,nearmiss,"ignorant driver at a stop at this silly 5-way intersection drove in front of me, having seen me, then waved.  Many incidents here.  Bad intersection.  Many drivers either do not stop to cross Musgrave or don't look or don't know that musgave is a through street.",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",FB,Flat,N,Heading straight,,,,381,-123.3082938,48.43770713
Near collision with moving object or vehicle,"Vehicle, head on",2014-12-09T16:30:00,nearmiss,"driver accelerated at the merger and swerved head on into my lane while trying to pass a car even though i was already beside the parked vehicle.  narrow street, ignorant driver, very hazardous.  have had other similar incidents at this weird merger.",,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Quiet street, no bike facilities",FB,Downhill,S,Heading straight,,,,382,-123.3029938,48.44797718
Near collision with moving object or vehicle,"Vehicle, head on",2015-01-12T17:00:00,nearmiss,"poor signage, buses and cars coming downhill often pose hazard at this silly merger/intersection.  poor design, very hazardous.",,No injury,Commute,,,,Dry,No obstructions,N,"Quiet street, no bike facilities",FB,Flat,SE,Heading straight,,,,383,-123.3043349,48.44684565
Near collision with moving object or vehicle,"Vehicle, side",2015-01-06T15:55:00,nearmiss,Biking NW on Old Island Hwy up the hill.  Approximately 20m before the Thrifty store a Grey Van hit me with his passenger side mirror against my left arm.  This knocked me sideways but I was able to stay upright on my bike since the Van was only going 30km or so.  Driver did not stop.,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",FB,Uphill,NW,Heading straight,1979,4,M,384,-123.4682178,48.44364309
Near collision with moving object or vehicle,"Vehicle, rear end",2014-07-02T09:00:00,nearmiss,"A vehicle backed out onto the road way out of a driveway, and did not provide enough distance between the approaching cyclist (myself) and her vehicle. I had to rapid disembark my bicycle, throwing it onto the curb and jumping over my handlebars to avoid making contact with her vehicle.",,No injury,Commute,Y,Y,N,Dry,View obstructed,I don't know,"Quiet street, no bike facilities",NL,Uphill,S,Heading straight,1986,11,F,387,-123.3498895,48.43054604
Near collision with moving object or vehicle,"Vehicle, side",2015-01-14T09:30:00,nearmiss,"Cyclist stationary at red light in right hand side of lane (wheel well rut in road). Vehicle approached with wheel approx 1ft distance from cyclist's foot. Driver saw cyclist, made aggressive gesture in response to cyclist's wave. Driver proceeded to accelerate aggressively through intersection.",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,W,,1986,11,F,388,-123.3560532,48.42736736
Near collision with moving object or vehicle,"Vehicle, angle",2015-01-06T15:10:00,nearmiss,Truck trying to beat slow traffic tried to scoot up side of road and almost hit me. I was hit by a car back in May on the same road same type of incident.. broke my collar bone lots of bruises and scrapes..bike helmet was toast,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",FB,Flat,SE,Heading straight,1957,4,M,389,-123.404274,48.43882462
Near collision with moving object or vehicle,"Vehicle, side",2015-01-19T08:25:00,nearmiss,"Pedestrian at cross walk, stepping onto street. Car going north bound did not see pedestrian and did not slow down. I (bicyclist) assumed car would stop for pedestrian and moved into the intersection, riding along cross walk. Car and Bike stopped in middle of accident. No collision.",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Quiet street, no bike facilities",NL,Flat,E,Heading straight,1983,5,M,392,-123.3207393,48.46357401
Near collision with moving object or vehicle,"Vehicle, rear end",2015-01-19T08:30:00,nearmiss,"I was biking along the road where parked cars might be. Someone backed out of his driveway onto the road. Without slowing down, he continued to back up towards me in the parking lane. I jumped off my bike and jumped towards traffic, dragging my bike with me. Broad daylight, no rain. He never saw me.",,No injury,Commute,,,,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,I don't know,Heading straight,,,,394,-123.3366072,48.43614117
